ID,Smiles_Detected,Last_Location,Location_History,Timestamp
269,6,"((151, 256), (245, 350))","[((151, 253), (253, 355)), ((152, 253), (252, 353)), ((150, 252), (250, 352)), ((150, 253), (248, 351)), ((149, 253), (247, 351)), ((151, 256), (245, 350))]",2018-11-17 14:52:00
270,1,"((158, 253), (260, 355))","[((158, 253), (260, 355))]",2018-11-17 14:52:19
271,2,"((157, 255), (255, 353))","[((156, 255), (254, 353)), ((157, 255), (255, 353))]",2018-11-17 14:52:23
272,1,"((153, 252), (250, 349))","[((153, 252), (250, 349))]",2018-11-17 14:52:25
273,3,"((153, 259), (238, 344))","[((153, 256), (242, 345)), ((154, 257), (243, 346)), ((153, 259), (238, 344))]",2018-11-17 14:52:26
274,1,"((154, 261), (240, 347))","[((154, 261), (240, 347))]",2018-11-17 14:52:29
275,3,"((153, 253), (252, 352))","[((152, 257), (242, 347)), ((155, 254), (256, 355)), ((153, 253), (252, 352))]",2018-11-17 14:52:31
276,2,"((156, 259), (242, 345))","[((153, 254), (253, 354)), ((156, 259), (242, 345))]",2018-11-17 14:53:35
277,1,"((154, 261), (236, 343))","[((154, 261), (236, 343))]",2018-11-17 14:54:10
278,2,"((150, 252), (251, 353))","[((148, 253), (252, 357)), ((150, 252), (251, 353))]",2018-11-17 14:54:34
279,6,"((154, 254), (251, 351))","[((152, 256), (249, 353)), ((150, 252), (253, 355)), ((151, 252), (250, 351)), ((152, 253), (253, 354)), ((152, 252), (254, 354)), ((154, 254), (251, 351))]",2018-11-17 14:55:31
280,0,"((15, 243), (66, 294))","[((15, 243), (66, 294))]",2018-11-17 14:55:34
281,1,"((173, 259), (257, 343))","[((173, 259), (257, 343))]",2018-11-17 14:55:38
282,1,"((165, 260), (247, 342))","[((165, 260), (247, 342))]",2018-11-17 14:55:39
283,3,"((160, 259), (246, 345))","[((166, 260), (251, 345)), ((169, 262), (252, 345)), ((160, 259), (246, 345))]",2018-11-17 14:55:59
284,0,"((335, 257), (381, 303))","[((320, 254), (362, 296)), ((335, 257), (381, 303))]",2018-11-17 14:57:03
285,0,"((154, 272), (212, 330))","[((191, 261), (226, 296)), ((177, 265), (221, 309)), ((161, 269), (213, 321)), ((154, 272), (212, 330))]",2018-11-17 14:57:03
286,0,"((359, 256), (410, 307))","[((359, 256), (410, 307))]",2018-11-17 14:57:06
287,0,"((112, 286), (188, 362))","[((112, 286), (188, 362))]",2018-11-17 14:57:08
288,1,"((150, 252), (249, 351))","[((150, 252), (249, 351))]",2018-11-17 14:57:45
289,1,"((151, 255), (245, 349))","[((151, 255), (245, 349))]",2018-11-17 14:57:53
290,1,"((153, 258), (242, 347))","[((153, 258), (242, 347))]",2018-11-17 14:59:21
291,2,"((147, 252), (248, 353))","[((148, 255), (245, 352)), ((147, 252), (248, 353))]",2018-11-17 14:59:29
292,1,"((147, 252), (254, 359))","[((147, 252), (254, 359))]",2018-11-17 14:59:33
293,1,"((153, 254), (252, 353))","[((153, 254), (252, 353))]",2018-11-17 15:00:22
294,1,"((153, 255), (251, 353))","[((153, 255), (251, 353))]",2018-11-17 15:00:45
295,3,"((156, 259), (245, 348))","[((154, 257), (243, 346)), ((156, 254), (252, 350)), ((156, 259), (245, 348))]",2018-11-17 15:01:16
296,1,"((149, 255), (250, 356))","[((149, 255), (250, 356))]",2018-11-17 15:01:21
297,1,"((150, 251), (257, 358))","[((150, 251), (257, 358))]",2018-11-17 15:02:15
298,1,"((149, 250), (256, 357))","[((149, 250), (256, 357))]",2018-11-17 15:03:21
299,2,"((445, 235), (521, 311))","[((425, 229), (487, 291)), ((445, 235), (521, 311))]",2018-11-17 15:06:47
300,1,"((516, 220), (614, 318))","[((516, 220), (614, 318))]",2018-11-17 15:06:49
301,1,"((152, 254), (246, 348))","[((152, 254), (246, 348))]",2018-11-17 15:08:12
302,1,"((150, 252), (256, 358))","[((150, 252), (256, 358))]",2018-11-17 15:08:13
303,1,"((152, 255), (250, 353))","[((152, 255), (250, 353))]",2018-11-17 15:10:32
304,1,"((161, 256), (257, 352))","[((161, 256), (257, 352))]",2018-11-17 15:10:46
305,1,"((156, 253), (257, 354))","[((156, 253), (257, 354))]",2018-11-17 15:10:48
306,1,"((147, 255), (243, 351))","[((147, 255), (243, 351))]",2018-11-17 15:11:46
307,1,"((150, 253), (252, 355))","[((152, 255), (249, 352)), ((150, 253), (252, 355))]",2018-11-17 15:12:35
308,0,"((523, 373), (583, 433))","[((523, 373), (583, 433))]",2018-11-17 15:12:41
309,0,"((168, 301), (221, 354))","[((168, 301), (221, 354))]",2018-11-17 15:14:49
310,0,"((150, 250), (216, 316))","[((150, 250), (216, 316))]",2018-11-17 15:16:04
311,0,"((110, 256), (185, 331))","[((110, 256), (185, 331))]",2018-11-17 15:16:05
312,0,"((518, 201), (565, 248))","[((518, 201), (565, 248))]",2018-11-17 15:16:38
313,0,"((542, 183), (593, 234))","[((542, 183), (593, 234))]",2018-11-17 15:16:39
314,0,"((516, 324), (583, 391))","[((516, 324), (583, 391))]",2018-11-17 15:16:40
315,0,"((298, 222), (359, 283))","[((298, 222), (359, 283))]",2018-11-17 15:17:23
316,1,"((149, 251), (250, 352))","[((149, 251), (250, 352))]",2018-11-17 15:17:48
317,1,"((150, 250), (254, 354))","[((150, 250), (254, 354))]",2018-11-17 15:17:51
318,2,"((154, 255), (243, 344))","[((153, 257), (242, 346)), ((154, 255), (243, 344))]",2018-11-17 15:17:52
319,2,"((161, 258), (250, 347))","[((164, 259), (247, 342)), ((161, 258), (250, 347))]",2018-11-17 15:18:54
320,1,"((199, 268), (268, 337))","[((201, 276), (259, 334)), ((199, 268), (268, 337))]",2018-11-17 15:20:02
321,0,"((332, 254), (385, 307))","[((362, 243), (397, 278)), ((355, 247), (392, 284)), ((332, 254), (385, 307))]",2018-11-17 15:20:11
322,1,"((152, 253), (254, 355))","[((152, 253), (254, 355))]",2018-11-17 15:20:28
323,0,"((352, 332), (408, 388))","[((352, 332), (408, 388))]",2018-11-17 15:20:33
324,0,"((251, 315), (311, 375))","[((251, 315), (311, 375))]",2018-11-17 15:20:38
325,2,"((149, 255), (248, 354))","[((148, 254), (250, 356)), ((149, 255), (248, 354))]",2018-11-17 15:20:41
326,1,"((147, 252), (254, 359))","[((147, 252), (254, 359))]",2018-11-17 15:20:43
327,1,"((151, 257), (240, 346))","[((151, 257), (240, 346))]",2018-11-17 15:21:12
328,1,"((458, 364), (511, 417))","[((458, 364), (511, 417))]",2018-11-17 15:21:46
329,0,"((147, 261), (189, 303))","[((147, 261), (189, 303))]",2018-11-17 15:22:16
330,0,"((55, 265), (116, 326))","[((55, 265), (116, 326))]",2018-11-17 15:22:17
331,0,"((150, 256), (251, 357))","[((150, 256), (251, 357))]",2018-11-17 15:24:02
332,1,"((149, 250), (256, 357))","[((149, 250), (256, 357))]",2018-11-17 15:24:03
333,0,"((344, 266), (495, 417))","[((344, 266), (495, 417))]",2018-11-17 15:25:16
334,0,"((399, 249), (513, 363))","[((399, 249), (513, 363))]",2018-11-17 15:25:27
335,0,"((500, 248), (589, 337))","[((500, 248), (589, 337))]",2018-11-17 15:25:28
336,0,"((155, 250), (256, 351))","[((155, 250), (256, 351))]",2018-11-17 15:25:33
337,1,"((153, 251), (258, 356))","[((153, 251), (258, 356))]",2018-11-17 15:25:39
338,0,"((469, 185), (548, 264))","[((469, 185), (548, 264))]",2018-11-17 15:25:44
339,0,"((358, 252), (393, 287))","[((358, 252), (393, 287))]",2018-11-17 15:27:07
340,0,"((168, 234), (227, 293))","[((170, 239), (221, 290)), ((168, 234), (227, 293))]",2018-11-17 15:27:08
341,0,"((402, 254), (448, 300))","[((402, 254), (448, 300))]",2018-11-17 15:27:09
342,0,"((532, 252), (580, 300))","[((532, 252), (580, 300))]",2018-11-17 15:27:09
343,0,"((335, 232), (388, 285))","[((335, 232), (388, 285))]",2018-11-17 15:27:09
344,0,"((567, 257), (619, 309))","[((567, 257), (619, 309))]",2018-11-17 15:27:11
345,1,"((278, 275), (331, 328))","[((278, 275), (331, 328))]",2018-11-17 15:27:11
346,1,"((147, 250), (251, 354))","[((147, 250), (251, 354))]",2018-11-17 15:27:37
347,1,"((376, 269), (429, 322))","[((376, 269), (429, 322))]",2018-11-17 15:29:02
348,0,"((153, 262), (235, 344))","[((153, 262), (235, 344))]",2018-11-17 15:29:24
349,2,"((150, 253), (249, 352))","[((154, 256), (246, 348)), ((150, 253), (249, 352))]",2018-11-17 15:30:56
350,1,"((149, 254), (245, 350))","[((149, 254), (245, 350))]",2018-11-17 15:30:58
351,1,"((152, 249), (261, 358))","[((152, 249), (261, 358))]",2018-11-17 15:32:12
352,2,"((151, 256), (240, 345))","[((152, 256), (244, 348)), ((151, 256), (240, 345))]",2018-11-17 15:32:13
353,1,"((148, 253), (250, 355))","[((148, 253), (250, 355))]",2018-11-17 15:32:46
354,0,"((569, 219), (620, 270))","[((569, 219), (620, 270))]",2018-11-17 15:33:00
355,1,"((151, 256), (240, 345))","[((151, 256), (240, 345))]",2018-11-17 15:33:21
356,0,"((362, 280), (478, 396))","[((362, 280), (478, 396))]",2018-11-17 15:33:24
357,0,"((373, 286), (475, 388))","[((373, 286), (475, 388))]",2018-11-17 15:33:44
358,0,"((198, 310), (229, 341))","[((198, 310), (229, 341))]",2018-11-17 15:34:40
359,0,"((443, 257), (494, 308))","[((265, 372), (334, 441)), ((420, 256), (468, 304)), ((443, 257), (494, 308))]",2018-11-17 15:34:45
360,0,"((492, 262), (552, 322))","[((492, 262), (552, 322))]",2018-11-17 15:34:48
361,1,"((465, 237), (504, 276))","[((465, 237), (504, 276))]",2018-11-17 15:34:49
362,0,"((539, 245), (597, 303))","[((539, 245), (597, 303))]",2018-11-17 15:34:50
363,2,"((148, 254), (245, 351))","[((149, 253), (249, 353)), ((148, 254), (245, 351))]",2018-11-17 15:36:16
364,3,"((148, 252), (252, 356))","[((151, 254), (247, 350)), ((150, 255), (247, 352)), ((148, 252), (252, 356))]",2018-11-17 15:36:40
365,3,"((150, 256), (244, 350))","[((151, 255), (246, 350)), ((151, 254), (247, 350)), ((150, 256), (244, 350))]",2018-11-17 15:36:48
366,1,"((152, 257), (241, 346))","[((152, 257), (241, 346))]",2018-11-17 15:37:47
367,1,"((148, 250), (258, 360))","[((148, 250), (258, 360))]",2018-11-17 15:37:49
368,0,"((372, 412), (425, 465))","[((372, 412), (425, 465))]",2018-11-17 15:37:53
369,1,"((150, 248), (266, 364))","[((150, 248), (266, 364))]",2018-11-17 15:38:51
370,1,"((154, 258), (240, 344))","[((154, 258), (240, 344))]",2018-11-17 15:38:52
371,1,"((339, 264), (495, 420))","[((339, 264), (495, 420))]",2018-11-17 15:39:00
372,1,"((151, 252), (255, 356))","[((151, 252), (255, 356))]",2018-11-17 15:39:03
373,2,"((152, 257), (241, 346))","[((150, 253), (249, 352)), ((152, 257), (241, 346))]",2018-11-17 15:39:07
374,1,"((154, 258), (243, 347))","[((154, 258), (243, 347))]",2018-11-17 15:40:23
375,2,"((544, 253), (578, 287))","[((528, 240), (576, 288)), ((535, 244), (578, 287)), ((536, 246), (580, 290)), ((538, 246), (584, 292)), ((542, 248), (586, 292)), ((544, 253), (578, 287))]",2018-11-17 15:40:36
376,1,"((160, 259), (249, 348))","[((160, 259), (249, 348))]",2018-11-17 15:40:52
377,1,"((151, 257), (247, 353))","[((151, 257), (247, 353))]",2018-11-17 15:41:06
378,1,"((152, 256), (241, 345))","[((152, 256), (241, 345))]",2018-11-17 15:41:55
379,0,"((376, 283), (492, 399))","[((376, 283), (492, 399))]",2018-11-17 15:42:35
380,0,"((351, 316), (399, 364))","[((351, 316), (399, 364))]",2018-11-17 15:42:36
381,1,"((148, 249), (264, 365))","[((148, 249), (264, 365))]",2018-11-17 15:42:42
382,1,"((147, 250), (256, 359))","[((147, 250), (256, 359))]",2018-11-17 15:43:34
383,0,"((59, 323), (175, 439))","[((59, 323), (175, 439))]",2018-11-17 15:44:03
384,1,"((351, 229), (408, 286))","[((351, 229), (408, 286))]",2018-11-17 15:45:06
385,0,"((417, 278), (470, 331))","[((417, 278), (470, 331))]",2018-11-17 15:46:41
386,0,"((377, 275), (432, 330))","[((377, 275), (432, 330))]",2018-11-17 15:46:42
387,0,"((314, 269), (367, 322))","[((314, 269), (367, 322))]",2018-11-17 15:46:43
388,0,"((113, 315), (161, 363))","[((113, 315), (161, 363))]",2018-11-17 15:46:51
389,1,"((156, 257), (245, 346))","[((156, 257), (245, 346))]",2018-11-17 15:47:58
390,3,"((150, 252), (254, 356))","[((152, 257), (244, 349)), ((152, 254), (253, 355)), ((150, 252), (254, 356))]",2018-11-17 15:48:13
391,0,"((123, 195), (336, 408))","[((123, 195), (336, 408))]",2018-11-17 15:48:26
392,0,"((176, 259), (262, 345))","[((176, 259), (262, 345))]",2018-11-17 15:48:28
393,1,"((149, 254), (250, 355))","[((149, 254), (250, 355))]",2018-11-17 15:49:48
394,1,"((154, 255), (247, 348))","[((154, 255), (247, 348))]",2018-11-17 15:49:49
395,1,"((146, 247), (263, 364))","[((146, 247), (263, 364))]",2018-11-17 15:51:48
396,1,"((153, 257), (249, 353))","[((153, 257), (249, 353))]",2018-11-17 15:52:16
397,0,"((170, 246), (218, 294))","[((170, 246), (218, 294))]",2018-11-17 15:52:29
398,2,"((250, 242), (366, 358))","[((281, 242), (359, 320)), ((250, 242), (366, 358))]",2018-11-17 15:52:30
399,0,"((141, 253), (195, 307))","[((141, 253), (195, 307))]",2018-11-17 15:52:30
400,0,"((59, 187), (255, 383))","[((59, 187), (255, 383))]",2018-11-17 15:52:32
401,1,"((151, 255), (245, 349))","[((151, 255), (245, 349))]",2018-11-17 15:53:33
402,1,"((182, 350), (251, 419))","[((182, 350), (251, 419))]",2018-11-17 15:54:00
403,5,"((162, 253), (269, 360))","[((149, 250), (256, 357)), ((154, 252), (256, 354)), ((158, 252), (257, 351)), ((156, 246), (272, 362)), ((162, 253), (269, 360))]",2018-11-17 15:55:49
404,2,"((152, 252), (258, 358))","[((152, 256), (244, 348)), ((152, 252), (258, 358))]",2018-11-17 15:56:02
405,0,"((147, 251), (245, 349))","[((147, 251), (245, 349))]",2018-11-17 15:56:27
406,6,"((151, 252), (256, 357))","[((152, 254), (246, 348)), ((152, 256), (241, 345)), ((154, 255), (243, 344)), ((151, 252), (252, 353)), ((152, 256), (243, 347)), ((151, 252), (256, 357))]",2018-11-17 15:57:23
407,1,"((153, 255), (249, 351))","[((153, 255), (249, 351))]",2018-11-17 15:58:02
408,2,"((154, 253), (255, 354))","[((152, 252), (253, 353)), ((154, 253), (255, 354))]",2018-11-17 15:58:33
409,3,"((150, 256), (247, 353))","[((150, 255), (244, 349)), ((148, 252), (250, 354)), ((150, 256), (247, 353))]",2018-11-17 15:58:49
410,1,"((170, 256), (265, 351))","[((170, 256), (265, 351))]",2018-11-17 15:58:54
