ID,Smiles_Detected,Last_Location,Location_History,Timestamp
201,0,"((192, 150), (388, 346))","[((197, 157), (378, 338)), ((198, 152), (386, 340)), ((192, 150), (388, 346))]",2018-11-19 11:40:50
202,1,"((194, 152), (390, 348))","[((196, 151), (392, 347)), ((194, 152), (390, 348))]",2018-11-19 11:40:53
203,2,"((195, 154), (385, 344))","[((192, 152), (388, 348)), ((195, 154), (385, 344))]",2018-11-19 11:40:55
204,1,"((196, 155), (382, 341))","[((194, 152), (390, 348)), ((198, 153), (388, 343)), ((196, 155), (382, 341))]",2018-11-19 11:40:58
205,0,"((362, 211), (394, 243))","[((362, 211), (394, 243))]",2018-11-19 11:43:07
206,0,"((401, 212), (432, 243))","[((401, 212), (432, 243))]",2018-11-19 11:43:10
207,0,"((195, 158), (376, 339))","[((195, 158), (376, 339))]",2018-11-19 11:43:51
208,0,"((370, 230), (439, 299))","[((370, 230), (439, 299))]",2018-11-19 11:44:02
209,0,"((576, 209), (636, 269))","[((576, 209), (636, 269))]",2018-11-19 11:44:04
210,0,"((406, 202), (468, 264))","[((406, 202), (468, 264))]",2018-11-19 11:44:05
211,0,"((223, 211), (281, 269))","[((223, 211), (281, 269))]",2018-11-19 11:44:06
212,0,"((354, 209), (442, 297))","[((354, 209), (442, 297))]",2018-11-19 11:45:02
213,0,"((160, 196), (253, 289))","[((160, 196), (253, 289))]",2018-11-19 11:45:02
214,0,"((242, 229), (276, 263))","[((242, 229), (276, 263))]",2018-11-19 11:48:54
215,0,"((214, 278), (283, 347))","[((214, 278), (283, 347))]",2018-11-19 11:49:19
216,0,"((214, 278), (283, 347))","[((214, 278), (283, 347)), ((217, 278), (284, 345)), ((216, 279), (282, 345)), ((214, 278), (283, 347))]",2018-11-19 11:49:21
217,0,"((499, 245), (569, 315))","[((499, 245), (569, 315))]",2018-11-19 11:49:22
218,0,"((312, 228), (414, 330))","[((312, 228), (414, 330))]",2018-11-19 11:49:23
219,0,"((215, 280), (281, 346))","[((215, 280), (281, 346))]",2018-11-19 11:49:26
220,0,"((215, 280), (281, 346))","[((215, 280), (281, 346))]",2018-11-19 11:49:29
221,0,"((225, 284), (278, 337))","[((225, 284), (278, 337))]",2018-11-19 11:49:30
222,0,"((216, 280), (282, 346))","[((215, 280), (282, 347)), ((214, 278), (283, 347)), ((216, 280), (282, 346))]",2018-11-19 11:49:42
223,0,"((216, 278), (283, 345))","[((217, 280), (281, 344)), ((216, 280), (280, 344)), ((214, 278), (283, 347)), ((216, 280), (281, 345)), ((214, 278), (283, 347)), ((216, 280), (281, 345)), ((214, 278), (283, 347)), ((215, 279), (282, 346)), ((216, 279), (283, 346)), ((217, 279), (282, 344)), ((214, 278), (283, 347)), ((216, 279), (281, 344)), ((216, 278), (283, 345))]",2018-11-19 11:49:46
224,0,"((214, 278), (283, 347))","[((219, 281), (281, 343)), ((215, 279), (282, 346)), ((214, 278), (283, 347))]",2018-11-19 11:50:03
225,0,"((215, 278), (284, 347))","[((216, 280), (281, 345)), ((215, 279), (282, 346)), ((215, 278), (284, 347))]",2018-11-19 11:50:06
226,0,"((216, 279), (283, 346))","[((214, 278), (283, 347)), ((216, 280), (281, 345)), ((215, 280), (282, 347)), ((216, 279), (283, 346))]",2018-11-19 11:50:10
227,0,"((214, 278), (283, 347))","[((214, 278), (283, 347))]",2018-11-19 11:50:14
228,0,"((216, 279), (283, 346))","[((214, 278), (283, 347)), ((214, 278), (283, 347)), ((216, 279), (283, 346))]",2018-11-19 11:50:16
229,0,"((216, 280), (281, 345))","[((215, 280), (282, 347)), ((216, 280), (281, 345))]",2018-11-19 11:50:22
230,0,"((215, 278), (284, 347))","[((215, 279), (282, 346)), ((215, 279), (282, 346)), ((215, 278), (284, 347))]",2018-11-19 11:50:26
231,0,"((214, 278), (283, 347))","[((215, 280), (282, 347)), ((215, 280), (282, 347)), ((214, 278), (283, 347)), ((215, 280), (282, 347)), ((214, 278), (283, 347))]",2018-11-19 11:50:31
232,0,"((216, 200), (277, 261))","[((216, 200), (277, 261))]",2018-11-19 11:50:45
233,0,"((216, 204), (269, 257))","[((216, 204), (269, 257))]",2018-11-19 11:50:47
234,0,"((214, 204), (267, 257))","[((214, 204), (267, 257))]",2018-11-19 11:50:49
235,0,"((257, 205), (310, 258))","[((257, 205), (310, 258))]",2018-11-19 11:50:50
236,0,"((255, 204), (309, 258))","[((266, 206), (319, 259)), ((255, 204), (309, 258))]",2018-11-19 11:50:52
237,1,"((221, 201), (277, 257))","[((221, 201), (277, 257))]",2018-11-19 11:50:54
238,0,"((213, 203), (266, 256))","[((213, 203), (266, 256))]",2018-11-19 11:50:55
239,0,"((217, 205), (270, 258))","[((217, 205), (270, 258))]",2018-11-19 11:50:58
